PERSON,POSITION,VOL,NUM,CATEGORY,SUBCATEGORY
John Haller,Guest Reviewers,2,4,Contributing Editors,
John Heitmann,Systems,4,4,Circulation,
John Heitmann,Systems,4,5,Circulation,
John Heitmann,Systems,4,6,Circulation,
John Heitmann,Systems,4,7,Circulation,
John Heitmann,Systems,4,8,Circulation,
John Heitmann,Systems,4,9,Circulation,
John Heitmann,Systems,4,10,Softalk Publishing,Circulation
John Heitmann,Systems,4,11,Softalk Publishing,Circulation
John Heitmann,Systems,4,12,Softalk Publishing,Circulation
John Jeppson,Softalk SAGES,4,5,Contributing Editors,
John Jeppson,Softalk SAGES,4,6,Contributing Editors,
John Jeppson,Softalk Sages,4,7,Contributing Editors,
John Jeppson,Softalk Sages,4,8,Contributing Editors,
John Jeppson,Softalk Sages,4,9,Contributing Editors,
John Jeppson,Softalk Sages,4,10,Editorial Correspondents,Contributing Editors
John Jeppson,Softalk Sages,4,11,Editorial Correspondents,Contributing Editors
John Jeppson,Softalk Sages,4,12,Editorial Correspondents,Regional Editors
John MacGibbon,Australasia,4,12,Editorial Correspondents,Regional Editors
John Mitchell,Assistant Production Manager,1,1,,
John Mitchell,Operations Manager,1,2,,
John Mitchell,Operations Manager,1,3,,
John Mitchell,Operations Manager,1,5,,
John Mitchell,Operations Manager,1,6,,
John Mitchell,Operations Manager,1,7,,
John Mitchell,Secretary,1,2,,
John Mitchell,Secretary,1,3,,
John Mitchell,Secretary,1,4,,
John Mitchell,Secretary,1,5,,
John Mitchell,Secretary,1,6,,
John R. Hall,Guest Reviewers,3,1,,
John Sienkiewicz,Midwest and Rocky Mountain Sales,2,8,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,2,9,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,2,10,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,2,11,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,2,12,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,3,1,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,3,2,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,3,3,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,3,4,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,3,5,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,3,6,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,3,7,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,3,8,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,3,9,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,3,10,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,3,11,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,3,12,Advertising,
John Sienkiewicz,Midwest and Rocky Mountain Sales,4,1,Advertising,
Jon Durkee,Guest Reviewers,3,5,,
Jonathan Miller,Special Assignments,2,7,,
Jonathan Miller,Special Assignments,2,9,,
Jonathan Miller,Special Assignments,2,10,,
Jonathan Miller,Special Assignments,2,11,,
Jonathan Miller,Special Assignments,2,12,,
Jonathan Miller,Special Assignments,3,1,,
Jonathan Miller,Special Assignments,3,2,,
Jonathan Miller,Special Assignments,3,3,,
Jonathan Miller,Special Assignments,3,4,,
Jonathan Miller,Special Assignments,3,5,,
Jonathan Miller,Special Assignments,3,6,,
Jonathan Miller,Special Assignments,3,7,,
Jonathan Miller,Special Assignments,3,8,,
Jonathan Miller,Special Assignments,3,9,,
Jonathan Miller,Word Processors,2,8,Contributing Editors,
Josie Walley,Paid Subscriptions,4,6,Circulation,
Josie Walley,Paid Subscriptions,4,7,Circulation,
Josie Walley,Paid Subscriptions,4,8,Circulation,
Josie Walley,Paid Subscriptions,4,9,Circulation,
Josie Walley,Subscriptions,4,10,Softalk Publishing,Circulation
Josie Walley,Subscriptions,4,11,Softalk Publishing,Circulation
Josie Walley,Subscriptions,4,12,Softalk Publishing,Circulation
Judith Pfeffer,Assistant Copy Editor,4,10,Editorial Staff,Feature Editors
Judith Pfeffer,Assistant Copy Editor,4,11,Editorial Staff,Feature Editors
Judith Pfeffer,Assistant Copy Editor,4,12,Editorial Staff,Feature Editors
Judith Pfeffer,Copy,4,8,Editorial,
Judith Pfeffer,Copy,4,9,Editorial,
Judith Pfeffer,Proofreaders,3,11,,
Judith Pfeffer,Proofreaders,3,12,,
Judith Pfeffer,Proofreaders,4,1,,
Judith Pfeffer,Proofreading,4,2,Editorial,
Judith Pfeffer,Proofreading,4,3,Editorial,
Judith Pfeffer,Proofreading,4,4,Editorial,
Judith Pfeffer,Proofreading,4,5,Editorial,
Judith Pfeffer,Proofreading,4,6,Editorial,
Judith Pfeffer,Proofreading,4,7,Editorial,
Judith Pfeffer,Proofreading,4,9,Editorial,
Judy Weinstein,Assistants,2,9,Circulation,
Judy Weinstein,Assistants,2,10,Circulation,
Judy Weinstein,Assistants,2,11,Circulation,
Judy Weinstein,Assistants,2,12,Circulation,
Judy Weinstein,Dealer Sales,3,10,Business,
Judy Weinstein,Dealer Sales,3,11,Business,
Judy Weinstein,Dealer Sales,3,12,Business,
Judy Weinstein,Dealer Sales,4,1,Business,
Judy Weinstein,Dealer Sales,3,2,Circulation,
Judy Weinstein,Dealer Sales,3,3,,
Judy Weinstein,Dealer Sales,3,4,,
Judy Weinstein,Dealer Sales,3,5,,
Judy Weinstein,Dealer Sales,3,6,,
Judy Weinstein,Dealer Sales,3,7,,
Judy Weinstein,Dealer Sales,3,8,,
Judy Weinstein,Dealer Sales,3,9,,
Judy Weinstein,Trial Subscriptions,3,1,Circulation,
Judy Weinstein,Trial Subscriptions,4,2,Circulation,
Julie Fletcher,Advertising Services,3,12,Advertising,
Julie Fletcher,Advertising Services,4,1,Advertising,
Julie Fletcher,Advertising Services,4,2,Advertising,
Julie Fletcher,Advertising Services,4,3,Advertising,
Karen Kleiner,Editorial Assistant,2,8,,
Karen Kleiner,Editorial Assistant,2,9,,
Karen Kleiner,Editorial Assistant,2,10,,
Karen Kleiner,Guest Reviewers,2,12,,
Keith Landry,Assistants,3,2,Circulation,
Ken Goehner,Assistants,4,5,Art,
Ken Goehner,Assistants,4,6,Art,
Ken Williams,Systems,2,7,Circulation,
Ken Williams,Systems,2,8,Circulation,
Ken Williams,Systems,2,3,,
Ken Williams,Systems,2,4,,
Ken Williams,Systems,2,5,,
Ken Williams,Systems,2,6,,
Ken Williams,Systems,2,9,,
Ken Williams,Systems,2,10,,
Kenneth A. Landis,Contributing Editors,2,1,,
Kenneth Landis,Investing,2,2,Contributing Editors,
Kenneth Landis,Investing,2,3,Contributing Editors,
Kenneth Landis,Investing,2,4,Contributing Editors,
Kenneth Landis,Investing,2,5,Contributing Editors,
Kenneth Landis,Investing,2,6,Contributing Editors,
Kenneth Landis,Investing,2,7,Contributing Editors,
Kenneth Landis,Investing,2,8,Contributing Editors,
Kenneth Landis,Investing,2,9,Contributing Editors,
Kenneth Landis,Investing,2,10,Contributing Editors,
Kenneth Landis,Investing,2,11,Contributing Editors,
Kenneth Landis,Investing,2,12,Contributing Editors,
Kenneth Landis,Investing,3,1,Contributing Editors,
Kenneth Landis,Investing,3,2,Contributing Editors,
Kenneth Landis,Investing,3,3,Contributing Editors,
Kenneth Landis,Investing,3,4,Contributing Editors,
Kenneth Landis,Investing,3,5,Contributing Editors,
Kenneth Landis,Investing,3,6,Contributing Editors,
Kenneth Landis,Investing,3,7,Contributing Editors,
Kenneth Landis,Investing,3,8,Contributing Editors,
Kenneth Landis,Investing,3,9,Contributing Editors,
Kenneth Landis,Investing,3,10,Contributing Editors,
Kenneth Landis,Investing,3,11,Contributing Editors,
Kenneth Landis,Investing,3,12,Contributing Editors,
Kenneth Landis,Investing,4,1,Contributing Editors,
Kenneth Landis,Investing,4,2,Contributing Editors,
Kenneth Landis,Investing,4,3,Contributing Editors,
Kenneth Landis,Investing,4,4,Contributing Editors,
Kenneth Landis,Investing,4,5,Contributing Editors,
Kenneth Landis,Investing,4,6,Contributing Editors,
Kenneth Landis,Investing,4,7,Contributing Editors,
Kenneth Landis,Investing,4,8,Contributing Editors,
Kenneth Landis,Investing,4,9,Contributing Editors,
Kevin Goldstein,32 Bits,4,8,Contributing Editors,
Kevin Goldstein,32 Bits,4,9,Contributing Editors,
Kevin Goldstein,32-Bit Apples,4,10,Editorial Correspondents,Contributing Editors
Kevin Goldstein,32-Bit Apples,4,11,Editorial Correspondents,Contributing Editors
Kevin Goldstein,32-Bit Apples,4,12,Editorial Correspondents,Contributing Editors
Kevin McKeon,Art Assistant,2,10,,
Kevin McKeon,Art Director - Softalk for the IBM Personal Computer,4,12,Softalk Publishing,Siblings
Kevin McKeon,Art Manager,3,2,Contributing Editors,
Kevin McKeon,Art Manager,3,3,Contributing Editors,
Kevin McKeon,Art Manager,3,4,Contributing Editors,
Kevin McKeon,Art Manager,3,5,Contributing Editors,
Kevin McKeon,Art Manager,3,6,Contributing Editors,
Kevin McKeon,Art Manager,3,7,Contributing Editors,
Kevin McKeon,Art Manager,3,8,Contributing Editors,
Kevin McKeon,Art Manager,3,9,Contributing Editors,
Kevin Sullivan,Midwest and Rocky Mountain Sales,3,3,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,3,4,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,3,5,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,3,6,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,3,7,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,3,8,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,3,9,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,3,10,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,3,11,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,3,12,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,4,1,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,4,2,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,4,3,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,4,4,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,4,5,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,4,6,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,4,7,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,4,8,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,4,9,Advertising,
Kevin Sullivan,Midwest and Rocky Mountain Sales,4,10,Softalk Publishing,Advertising
Kevin Sullivan,Midwest and Rocky Mountain Sales,4,11,Softalk Publishing,Advertising
Kevin Sullivan,Midwest and Rocky Mountain Sales,4,12,Softalk Publishing,Advertising
Kimberly Curling,Administrative Assistant,1,10,,
Kimberly Curling,Administrative Assistant,1,11,,
Kimberly Curling,Circulation,1,12,,
Kimberly Curling,Circulation,2,1,,
Kimberly Curling,Circulation,2,2,,
Kimberly Curling,Circulation,2,3,,
Kirin Tommervik,Editorial Assistant,1,1,,
Kurt A Wahlner,Art Director,4,1,,
Kurt A Wahlner,Art Director,4,2,,
Kurt A. Wahlner,Art Director,1,1,,
Kurt A. Wahlner,Art Director,1,2,,
Kurt A. Wahlner,Art Director,1,3,,
Kurt A. Wahlner,Art Director,1,5,,
Kurt A. Wahlner,Art Director,1,6,,
Kurt A. Wahlner,Art Director,1,7,,
Kurt A. Wahlner,Art Director,1,8,,
Kurt A. Wahlner,Art Director,1,9,,
Kurt A. Wahlner,Art Director,1,10,,
Kurt A. Wahlner,Art Director,1,11,,
Kurt A. Wahlner,Art Director,1,12,,
Kurt A. Wahlner,Art Director,2,1,,
Kurt A. Wahlner,Art Director,2,2,,
Kurt A. Wahlner,Art Director,2,3,,
Kurt A. Wahlner,Art Director,2,4,,
Kurt A. Wahlner,Art Director,2,5,,
Kurt A. Wahlner,Art Director,2,6,,
Kurt A. Wahlner,Art Director,2,7,,
Kurt A. Wahlner,Art Director,2,8,,
Kurt A. Wahlner,Art Director,2,9,,
Kurt A. Wahlner,Art Director,2,10,,
Kurt A. Wahlner,Art Director,2,11,,
Kurt A. Wahlner,Art Director,2,12,,
Kurt A. Wahlner,Art Director,3,1,,
Kurt A. Wahlner,Art Director,3,2,,
Kurt A. Wahlner,Art Director,3,3,,
Kurt A. Wahlner,Art Director,3,4,,
Kurt A. Wahlner,Art Director,3,5,,
Kurt A. Wahlner,Art Director,3,6,,
Kurt A. Wahlner,Art Director,3,7,,
Kurt A. Wahlner,Art Director,3,8,,
Kurt A. Wahlner,Art Director,3,9,,
Kurt A. Wahlner,Art Director,3,10,,
Kurt A. Wahlner,Art Director,3,11,,
Kurt A. Wahlner,Art Director,3,12,,
Kurt A. Wahlner,Art Director,4,3,,
Kurt A. Wahlner,Art Director,4,4,,
Kurt A. Wahlner,Art Director,4,5,,
Kurt A. Wahlner,Art Director,4,6,,
Kurt A. Wahlner,Art Director,4,7,,
Kurt A. Wahlner,Art Director,4,8,,
Kurt A. Wahlner,Art Director,4,9,,
Kurt A. Wahlner,Art Director,4,10,,
Kurt A. Wahlner,Art Director,4,11,,
Kurt A. Wahlner,Art Director,4,12,,
Lanny Broyles,Dealer Sales,4,10,Softalk Publishing,Circulation
Lanny Broyles,Dealer Sales,4,11,Softalk Publishing,Circulation
Lanny Broyles,Dealer Sales,4,12,Softalk Publishing,Circulation
Lanny Broyles,Market Research,4,5,Editorial,
Lanny Broyles,Market Research,4,6,Editorial,
Lanny Broyles,Market Research,4,7,Editorial,
Lanny Broyles,Market Research,4,8,Editorial,
Lanny Broyles,Market Research,4,9,Editorial,
Lanny Broyles,Market Research,4,10,Editorial Staff,Feature Editors
Lanny Broyles,Market Research,4,11,Editorial Staff,Feature Editors
Lanny Broyles,Market Research,4,12,Editorial Staff,Feature Editors
Lashea Lowe,Dealer Sales,4,9,Circulation,
Lashea Lowe,Market News,4,4,Editorial,
Lashea Lowe,Market News,4,5,Editorial,
Lashea Lowe,Market News,4,6,Editorial,
Lashea Lowe,Market News,4,7,Editorial,
Laura Shunk,Subscriptions,4,12,Softalk Publishing,Circulation
Laurie Berger,Trial Subscriptions,3,8,Circulation,
Laurie Berger,Trial Subscriptions,3,9,Circulation,
Laurie O'Connell,Softalk Books,4,10,Softalk Publishing,Business
Laurie O'Connell,Softalk Books,4,11,Softalk Publishing,Business
Laurie O'Connell,Softalk Books,4,12,Softalk Publishing,Business
Laurie O'Connell,Trial Subscriptions,3,6,Circulation,
Laurie O'Connell,Trial Subscriptions,3,7,Circulation,
Laurie O'Connell,Trial Subscriptions,3,8,Circulation,
Laurie O'Connell,Trial Subscriptions,3,9,Circulation,
Laurie O'Connell,Trial Subscriptions,3,10,Circulation,
Laurie O'Connell,Trial Subscriptions,3,11,Circulation,
Laurie O'Connell,Trial Subscriptions,3,12,Circulation,
Laurie O'Connell,Trial Subscriptions,4,1,Circulation,
Laurie O'Connell,Trial Subscriptions,4,2,Circulation,
Laurie O'Connell,Trial Subscriptions,4,3,Circulation,
Leticia Garcia,Dealer Sales,4,12,Softalk Publishing,Circulation
Leticia Garcia,Paid Subscriptions,4,2,Circulation,
Leticia Garcia,Paid Subscriptions,4,3,Circulation,
Leticia Garcia,Paid Subscriptions,4,4,Circulation,
Leticia Garcia,Paid Subscriptions,4,5,Circulation,
Leticia Garcia,Paid Subscriptions,4,6,Circulation,
Leticia Garcia,Paid Subscriptions,4,7,Circulation,
Leticia Garcia,Paid Subscriptions,4,8,Circulation,
Leticia Garcia,Paid Subscriptions,4,9,Circulation,
Leticia Garcia,Subscriptions,4,10,Softalk Publishing,Circulation
Leticia Garcia,Subscriptions,4,11,Softalk Publishing,Circulation
Linda McGuire,Advertising Coordinator,3,2,Advertising,
Linda McGuire,Advertising Coordinator,3,3,Advertising,
Linda McGuire,Advertising Coordinator,3,4,Advertising,
Linda McGuire,Advertising Coordinator,3,5,Advertising,
Linda McGuire,Advertising Coordinator,3,6,Advertising,
Linda McGuire,Advertising Coordinator,3,7,Advertising,
Linda McGuire,Advertising Coordinator,3,8,Advertising,
Linda McGuire,Advertising Coordinator,3,9,Advertising,
Linda McGuire,Advertising Coordinator,3,10,Advertising,
Linda McGuire,Advertising Coordinator,3,11,Advertising,
Linda McGuire,Advertising Coordinator,3,12,Advertising,
Linda McGuire Carter,Advertising Coordinator,4,1,Advertising,
Linda McGuire Carter,Advertising Coordinator,4,2,Advertising,
Linda McGuire Carter,Advertising Coordinator,4,3,Advertising,
Linda McGuire Carter,Advertising Coordinator,4,4,Advertising,
Linda McGuire Carter,Advertising Coordinator,4,6,Advertising,
Linda McGuire Carter,Advertising Coordinator,4,8,Advertising,
Linda McGuire Carter,Advertising Coordinator,4,9,Advertising,
Linda McGuire Carter,Advertising Coordinator,4,10,Softalk Publishing,Advertising
Linda McGuire Carter,Advertising Coordinator,4,11,Softalk Publishing,Advertising
Linda McGuire Carter,Advertising Coordinator,4,12,Softalk Publishing,Advertising
Linda McGuire Carter,Coordinator,4,5,Advertising,
Linda McGuire Carter,Coordinator,4,7,Advertising,
Linda Va Salle,Editorial Assistant,1,11,,
Linda Va Salle,Editorial Assistant,2,1,,
Linda Va Salle,Editorial Assistants,1,12,,
Lois Mencsik,Accounting Assistants,3,11,Business,
Lois Mencsik,Accounting Assistants,3,12,Business,
Lois Mencsik,Accounting Assistants,4,1,Business,
Lois Mencsik,Accounting Assistants,4,2,Business,
Lois Mencsik,Accounting Assistants,4,3,Business,
Lois Mencsik,Accounting Assistants,4,4,Business,
Lois Mencsik,Accounting Assistants,4,5,Business,
Lois Mencsik,Accounting Assistants,4,6,Business,
Lois Mencsik,Accounting Assistants,4,7,Business,
Lois Mencsik,Book Sales,3,10,Business,
Lois Mencsik,Book Sales,3,6,,
Lois Mencsik,Book Sales,3,7,,
Lois Mencsik,Book Sales,3,8,,
Lois Mencsik,Book Sales,3,9,,
Lois Stickelmaier,Assistants,2,11,Circulation,
Lois Stickelmaier,Assistants,2,12,Circulation,
Lois Stickelmaier,Book Sales,3,1,,
Lois Stickelmaier,Book Sales,3,2,,
Lois Stickelmaier,Book Sales,3,3,,
Lois Stickelmaier,Book Sales,3,4,,
Lois Stickelmaier,Book Sales,3,5,,
Lois Stickelmeier,Assistants,2,9,Circulation,
Lois Stickelmeier,Assistants,2,10,Circulation,
Lucas McClure,Art Assistants,3,8,,
Lucas McClure,Art Assistants,3,9,,
Lucas McClure,Assistant Art Director,4,7,Art,
Lucas McClure,Assistant Art Director,4,8,Art,
Lucas McClure,Assistant Art Director,4,9,Art,
Lucas McClure,Assistants,3,10,Art,
Lucas McClure,Assistants,3,11,Art,
Lucas McClure,Assistants,3,12,Art,
Lucas McClure,Assistants,4,1,Art,
Lucas McClure,Assistants,4,2,Art,
Lucas McClure,Assistants,4,3,Art,
Lucas McClure,Assistants,4,4,Art,
Lucas McClure,Assistants,4,5,Art,
Lucas McClure,Assistants,4,6,Art,
Lucas McClure,Associate Art Director,4,10,Art,Contributing Editors
Lucas McClure,Associate Art Director,4,11,Art,Contributing Editors
Lucas McClure,Associate Art Director,4,12,Art,Regional Editors
Lucas X. Bozek,Guest Reviewers,3,12,,
Malcolm Rodgers,Assistants,4,2,Art,
Malcolm Rodgers,Assistants,4,3,Art,
Malcolm Rodgers,Assistants,4,4,Art,
Malcolm Rodgers,Assistants,4,5,Art,
Malcolm Rodgers,Assistants,4,6,Art,
Malcolm Rodgers,Assistants,4,7,Art,
Marcia Shepard,Advertising Services,4,4,Advertising,
Marcia Shepard,Advertising Services,4,5,Advertising,
Margot Comstock Tommervik,Editor,1,1,,
Margot Comstock Tommervik,Editor,1,2,,
Margot Comstock Tommervik,Editor,1,3,,
Margot Comstock Tommervik,Editor,1,5,,
Margot Comstock Tommervik,Editor,1,6,,
Margot Comstock Tommervik,Editor,1,7,,
Margot Comstock Tommervik,Editor,1,8,,
Margot Comstock Tommervik,Editor,1,9,,
Margot Comstock Tommervik,Editor,1,10,,
Margot Comstock Tommervik,Editor,1,11,,
Margot Comstock Tommervik,Editor,1,12,,
Margot Comstock Tommervik,Editor,2,1,,
Margot Comstock Tommervik,Editor,2,2,,
Margot Comstock Tommervik,Editor,2,3,,
Margot Comstock Tommervik,Editor,2,4,,
Margot Comstock Tommervik,Editor,2,5,,
Margot Comstock Tommervik,Editor,2,6,,
Margot Comstock Tommervik,Editor,2,7,,
Margot Comstock Tommervik,Editor,2,8,,
Margot Comstock Tommervik,Editor,2,9,,
Margot Comstock Tommervik,Editor,2,10,,
Margot Comstock Tommervik,Editor,2,11,,
Margot Comstock Tommervik,Editor,2,12,,
Margot Comstock Tommervik,Editor,3,1,,
Margot Comstock Tommervik,Editor,3,2,,
Margot Comstock Tommervik,Editor,3,3,,
Margot Comstock Tommervik,Editor,3,4,,
Margot Comstock Tommervik,Editor,3,5,,
Margot Comstock Tommervik,Editor,3,6,,
Margot Comstock Tommervik,Editor,3,7,,
Margot Comstock Tommervik,Editor,3,8,,
Margot Comstock Tommervik,Editor,3,9,,
Margot Comstock Tommervik,Editor,3,10,,
Margot Comstock Tommervik,Editor,3,11,,
Margot Comstock Tommervik,Editor,3,12,,
Margot Comstock Tommervik,Editor,4,1,,
Margot Comstock Tommervik,Editor,4,2,,
Margot Comstock Tommervik,Editor,4,3,,
Margot Comstock Tommervik,Editor,4,4,,
Margot Comstock Tommervik,Editor,4,5,,
Margot Comstock Tommervik,Editor,4,6,,
Margot Comstock Tommervik,Editor,4,7,,
Margot Comstock Tommervik,Editor,4,8,,
Margot Comstock Tommervik,Editor,4,9,,
Margot Comstock Tommervik,Editor,4,10,,
Margot Comstock Tommervik,Editor,4,11,,
Margot Comstock Tommervik,Editor,4,12,,
Margot Comstock Tommervik,President,1,2,,
Margot Comstock Tommervik,President,1,3,,
Margot Comstock Tommervik,President,1,4,,
Margot Comstock Tommervik,President,1,5,,
Margot Comstock Tommervik,President,1,6,,
Margot Tommervik,Advertising Sales,1,2,,
Margot Tommervik,Advertising Sales,1,3,,
Margot Tommervik,Advertising Sales,1,5,,
Margot Tommervik,Advertising Sales,1,6,,
Margot Tommervik,Advertising Sales,1,7,,
Margot Tommervik,Advertising Sales,1,8,,
Margot Tommervik,Advertising Sales,1,9,,
Margot Tommervik,Advertising Sales,1,10,,
Margot Tommervik,Advertising Sales,1,11,,
Margot Tommervik,Advertising Sales,1,12,,
Marjorie Kaufman,Operations,4,5,Business,
Marjorie Kaufman,Operations,4,6,Business,
Marjorie Kaufman,Operations,4,7,Business,
Marjorie Kaufman,Operations,4,8,Business,
Marjorie Kaufman,Operations,4,9,Business,
Marjorie Kaufman,Operations,4,10,Softalk Publishing,Business
Marjorie Kaufman,Operations,4,11,Softalk Publishing,Business
Marjorie Kaufman,Operations,4,12,Softalk Publishing,Business
Mark Marlow,Guest Reviewers,3,4,,
Mark Marlow,Guest Reviewers,3,8,,
Mark Pelczarski,Graphics,2,9,Contributing Editors,
Mark Pelczarski,Graphics,2,10,Contributing Editors,
Mark Pelczarski,Graphics,2,11,Contributing Editors,
Mark Pelczarski,Graphics,2,12,Contributing Editors,
Mark Pelczarski,Graphics,3,1,Contributing Editors,
Mark Pelczarski,Graphics,3,2,Contributing Editors,
Mark Pelczarski,Graphics,3,3,Contributing Editors,
Mark Pelczarski,Graphics,3,4,Contributing Editors,
Mark Pelczarski,Graphics,3,5,Contributing Editors,
Mark Pelczarski,Graphics,3,6,Contributing Editors,
Mark Pelczarski,Graphics,3,7,Contributing Editors,
Mark Pelczarski,Graphics,3,8,Contributing Editors,
Mark Pelczarski,Graphics,3,9,Contributing Editors,
Mark Pelczarski,Graphics,3,10,Contributing Editors,
Mark Pelczarski,Graphics,3,11,Contributing Editors,
Mark Pelczarski,Graphics,3,12,Contributing Editors,
Mark Pelczarski,Graphics,4,1,Contributing Editors,
Mark Pelczarski,Graphics,4,2,Contributing Editors,
Mark Pelczarski,Graphics,4,3,Contributing Editors,
Mark Pelczarski,Graphics,4,4,Contributing Editors,
Mark Pelczarski,Softalk SAGES,4,5,Contributing Editors,
Mark Pelczarski,Softalk SAGES,4,6,Contributing Editors,
Mark Pelczarski,Softalk Sages,4,7,Contributing Editors,
Mark Pelczarski,Softalk Sages,4,8,Contributing Editors,
Mark Pelczarski,Softalk Sages,4,9,Contributing Editors,
Mark Pelczarski,Softalk Sages,4,10,Editorial Correspondents,Contributing Editors
Mark Pelczarski,Softalk Sages,4,11,Editorial Correspondents,Contributing Editors
Mark Pelczarski,Softalk Sages,4,12,Editorial Correspondents,Regional Editors
Mark S. Wilber,Art Assistant,2,11,,
Mark Wilber,Art Assistant,2,10,,
Mark Wilber,Art Assistants,2,9,,
Marlene Lunnon,Editorial Assistant,4,2,Editorial,
Marlene Lunnon,Editorial Assistant,4,3,Editorial,
Marlene Lunnon,Editorial Assistant,4,4,Editorial,
Marsha Stewart,Customer Service,4,6,Circulation,
Marsha Stewart,Customer Service,4,7,Circulation,
Marsha Stewart,Customer Service,4,8,Circulation,
Marsha Stewart,Customer Service,4,9,Circulation,
Marsha Stewart,Trial Subscriptions,3,6,Circulation,
Marsha Stewart,Trial Subscriptions,3,7,Circulation,
Marsha Stewart,Trial Subscriptions,3,8,Circulation,
Marsha Stewart,Trial Subscriptions,3,9,Circulation,
Marsha Stewart,Trial Subscriptions,3,10,Circulation,
Marsha Stewart,Trial Subscriptions,3,11,Circulation,
Marsha Stewart,Trial Subscriptions,3,12,Circulation,
Marsha Stewart,Trial Subscriptions,4,1,Circulation,
Marsha Stewart,Trial Subscriptions,4,2,Circulation,
Marsha Stewart,Trial Subscriptions,4,3,Circulation,
Marsha Stewart,Trial Subscriptions,4,4,Circulation,
Marsha Stewart,Trial Subscriptions,4,5,Circulation,
Mary Jo Milam,Accounting Assistants,3,10,Business,
Mary Jo Milam,Accounting Assistants,3,11,Business,
Mary Jo Milam,Accounting Assistants,3,12,Business,
Mary Jo Milam,Accounting Assistants,4,1,Business,
Mary Jo Milam,Accounting Assistants,4,2,Business,
Mary Jo Milam,Accounting Assistants,4,3,Business,
Mary Jo Milam,Accounting Assistants,4,4,Business,
Mary Jo Milam,Accounting Assistants,4,5,Business,
Mary Jo Milam,Accounting Assistants,4,6,Business,
Mary Jo Milam,Accounting Assistants,4,7,Business,
Mary Jo Milam,Accounting Assistants,3,6,,
Mary Jo Milam,Accounting Assistants,3,7,,
Mary Jo Milam,Accounting Assistants,3,8,,
Mary Jo Milam,Accounting Assistants,3,9,,
Mary Milam,Accounting Assistant,3,1,Advertising,
Mary Milam,Accounting Assistant,3,2,,
Mary Milam,Accounting Assistant,3,3,,
Mary Milam,Accounting Assistant,3,4,,
Mary Milam,Accounting Assistant,3,5,,
Mary Milam,Book and Poster Sales,2,10,Advertising,
Mary Milam,Book and Poster Sales,2,11,Advertising,
Mary Milam,Book and Poster Sales,2,12,Advertising,
Mary Milam,Book and Poster Sales,2,9,Circulation,
Mary Milam,Circulation Assistants,2,7,Circulation,
Mary Milam,Circulation Assistants,2,8,Circulation,
Mary Sue Rennells,Associate Publisher,3,10,Business,
Mary Sue Rennells,Associate Publisher,3,11,Business,
Mary Sue Rennells,Associate Publisher,3,12,Business,
Mary Sue Rennells,Associate Publisher,4,1,Business,
Mary Sue Rennells,Associate Publisher,4,2,Business,
Mary Sue Rennells,Associate Publisher,4,3,Business,
Mary Sue Rennells,Associate Publisher,4,4,Business,
Mary Sue Rennells,Associate Publisher,4,5,Business,
Mary Sue Rennells,Associate Publisher,4,6,Business,
Mary Sue Rennells,Associate Publisher,4,7,Business,
Mary Sue Rennells,Associate Publisher,4,8,Business,
Mary Sue Rennells,Associate Publisher,4,9,Business,
