ADVERTISER,VOL,NUM,PPG
Osborne McGraw Hill,2,7,148
Osborne McGraw-Hill,2,8,81
Osborne/McGraw-Hill,1,7,14
Osborne/McGraw-Hill,1,11,57
Osborne/McGraw-Hill,1,12,83
Osborne/McGraw-Hill,2,3,173
Osborne/McGraw-Hill,2,4,37
Output,2,1,74
Output,2,3,139
Owlcat/Digital Research,4,9,172
Owlcat/Digital Research,4,9,173
P&B Research,4,6,126
P&B Research,4,7,126
P&B Research,4,8,217
P.A.C.E,3,11,103
PDI,1,2,5
PVI,4,10,86
PVI,4,11,12
PVI,4,12,50
Pacific Exchanges,4,5,69
Pacific Exchanges,4,6,221
Pacific Exchanges,4,7,36
Pacific Exchanges,4,8,194
Pacific Exchanges,4,9,187
Pacific Exchanges,4,10,134
Pacific Exchanges,4,11,57
Pacific Exchanges,4,12,105
Pascal Systems,2,9,53
Pascal Systems,2,10,148
Pascal Systems,2,11,183
Pascal Systems,2,12,134
Pascal Systems,3,1,158
Pascal Systems,3,2,188
Passport,2,3,20
Passport Designs,3,3,277
Passport Designs,3,4,162
Passport Designs,3,10,107
Pathway Software,3,3,93
Pathway Software,3,4,222
Pathway Software,3,5,153
Peachtree Software,4,3,84
Peachtree Software,4,3,85
Peachtree Software,4,4,84
Peachtree Software,4,4,85
Pear Software,2,4,4
Pear Software,2,6,4
Pear Software,2,7,4
Pear Software,2,8,4
Pear Systems,2,5,4
Peelings,1,9,27
Peelings II,1,8,14
Peelings II,2,12,25
Peelings II,3,1,125
Peelings II,3,2,237
Pegasys,1,11,20
Pegasys,1,12,73
Pegasys,2,1,78
Pegasys,2,2,108
Pegasys,2,3,160
Pegasys,2,4,85
Penguin (formerly Micro Co-op),2,2,10
Penguin (formerly Micro Co-op),2,3,17
Penguin Software,2,4,70
Penguin Software,2,5,81
Penguin Software,2,6,171
Penguin Software,2,6,186
Penguin Software,2,7,112
Penguin Software,2,7,186
Penguin Software,2,8,210
Penguin Software,2,9,226
Penguin Software,2,10,167
Penguin Software,2,11,194
Penguin Software,2,12,5
Penguin Software,3,1,218
Penguin Software,3,1,5
Penguin Software,3,2,266
Penguin Software,3,2,5
Penguin Software,3,3,302
Penguin Software,3,3,5
Penguin Software,3,4,334
Penguin Software,3,4,5
Penguin Software,3,5,254
Penguin Software,3,5,5
Penguin Software,3,6,254
Penguin Software,3,6,5
Penguin Software,3,7,246
Penguin Software,3,7,278
Penguin Software,3,7,5
Penguin Software,3,8,286
Penguin Software,3,8,38
Penguin Software,3,8,5
Penguin Software,3,9,270
Penguin Software,3,9,5
Penguin Software,3,10,286
Penguin Software,3,10,5
Penguin Software,3,11,286
Penguin Software,3,11,5
Penguin Software,3,12,288
Penguin Software,3,12,3
Penguin Software,4,1,3
Penguin Software,4,1,7
Penguin Software,4,2,19
Penguin Software,4,2,7
Penguin Software,4,3,19
Penguin Software,4,3,7
Penguin Software,4,4,19
Penguin Software,4,4,7
Penguin Software,4,5,12
Penguin Software,4,5,13
Penguin Software,4,6,12
Penguin Software,4,6,13
Penguin Software,4,7,12
Penguin Software,4,7,13
Penguin Software,4,8,12
Penguin Software,4,8,13
Penguin Software,4,9,12
Penguin Software,4,9,13
Penguin Software,4,10,13
Penguin Software,4,11,Cover4
Penguin Software,4,12,Cover4
Percom Data,3,3,11
Peripheral Visions,4,1,210
Peripheral Visions,4,2,146
Peripherals Plus,1,5,11
Personal Computer,3,3,176
Personal Computer Accessories,3,9,224
Personal Computer Accessories,4,1,33
Personal Computer Accessories,4,2,299
Personal Computer Accessories,4,3,278
Personal Computer Prods,2,11,131
Personal Computer Products,3,4,98
Personal Computer Products,3,5,121
Personal Computer Products,3,6,74
Personal Computer Products,3,8,246
Personal Computer Products,3,9,109
Personal Computer Products,3,12,226
Personal Computer Products,4,1,84
Personal Computer Products,4,2,114
Personal Computer Products,4,3,275
Personal Computer Products,4,4,144
Personal Computer Products,4,5,26
Personal Computer Products,4,7,217
Personal Computer Products,4,8,17
Personal Computer Products,4,9,65
Personal Software,2,3,57
Personal Software,2,4,87
"Personal Software, Inc",1,1,Cover4
Personal Tutor Associates,4,1,79
Personal Tutor Associates,4,2,198
Phase Zero,1,11,42
Philadelphia Area Computer Society,3,1,59
Phoenix,2,1,115
Phoenix,2,2,25
Phoenix,2,2,60
Phoenix Software,2,4,50
Phoenix Software,2,4,66
Phoenix Software,2,5,98
Phoenix Software,2,6,139
Phoenix Software,2,8,37
Phoenix Software,2,8,44
Phoenix Software,2,9,178
Phoenix Software,2,10,63
Phoenix Software,2,11,68
Phoenix Software,2,12,118
Phoenix Software,2,12,62
Phoenix Software,3,4,143
Phoenix Software,3,4,164
Phoenix Software,3,5,57
Phoenix Software,3,8,148
Phoenix Software,3,9,239
Phoenix Software,3,10,71
Phoenix Software,3,11,73
Phoenix Software,4,3,99
Phoenix Software,4,4,374
Phoenix Software,4,5,125
Phoenix Software,4,5,220
Photographic Sciences,4,4,86
Photographic Sciences,4,5,162
Photographic Sciences,4,6,145
Picadilly,2,9,199
Piccadilly,2,11,8
Piccadilly Software,2,6,41
Piccadilly Software,3,3,269
Piccadilly Software,3,4,111
Pickam,4,5,213
Pickam Software,4,4,276
Picture House,2,7,82
Picture House,3,2,241
Picture House,3,3,123
Piggybank Programs,4,1,168
Piggybank Programs,4,2,286
Piggybank Programs,4,3,187
Piggybank Programs,4,4,358
Pirate Software,4,3,212
Pirate Software,4,4,390
Polytel Computer Products,4,8,89
Powersoft,1,7,25
Powersoft,1,11,2
Powersoft,2,3,116
PractiCorp International,4,10,33
PractiCorp International,4,11,93
PractiCorp International,4,12,33
Practical Peripherals,2,7,21
Practical Peripherals,2,8,198
Practical Peripherals,2,9,6
Practical Peripherals,2,9,7
Practical Peripherals,2,10,6
Practical Peripherals,2,10,7
Practical Peripherals,2,11,6
Practical Peripherals,2,11,7
Practical Peripherals,2,12,6
Practical Peripherals,2,12,7
Practical Peripherals,3,1,6
Practical Peripherals,3,1,7
Practical Peripherals,3,2,6
Practical Peripherals,3,2,7
Practical Peripherals,3,3,6
Practical Peripherals,3,3,7
Practical Peripherals,3,4,6
Practical Peripherals,3,4,7
Practical Peripherals,3,5,6
Practical Peripherals,3,5,7
Practical Peripherals,3,6,7
Practical Peripherals,3,7,7
Practical Peripherals,3,8,7
Practical Peripherals,3,9,7
Practical Peripherals,3,10,7
Practical Peripherals,3,11,7
Practical Peripherals,3,12,204
Practical Peripherals,4,1,47
Practical Peripherals,4,2,16
Practical Peripherals,4,2,17
Practical Peripherals,4,2,305
Practical Peripherals,4,3,37
Practical Peripherals,4,3,58
Practical Peripherals,4,4,297
Practical Peripherals,4,4,328
Practical Peripherals,4,5,102
Practical Peripherals,4,5,175
Practical Peripherals,4,6,235
Practical Peripherals,4,7,115
Practical Peripherals,4,7,205
Practical Peripherals,4,7,79
Practical Peripherals,4,8,142
Practical Peripherals,4,8,223
Practical Peripherals,4,8,34
Practical Peripherals,4,8,92
Practical Peripherals,4,9,203
Practical Peripherals,4,9,45
Practical Peripherals,4,9,60
Practical Peripherals,4,10,53
Practical Peripherals,4,10,70
Practical Peripherals,4,10,94
Practical Peripherals,4,11,35
Practical Peripherals,4,11,40
Practical Peripherals,4,11,46
Practical Software,2,4,167
Practical Software,3,3,213
Precision Data Products,4,11,34
Precision Software,4,6,30
PrintaColor,3,1,117
Pro/Pac,3,3,223
Pro/Pac,3,4,59
Pro/Pac,3,5,146
Pro/Pac,3,9,66
Pro/Pac,3,10,281
Pro/Pac,3,11,191
Pro/Pac,3,12,279
Pro/Pac,4,1,242
Pro/Pac,4,2,138
Pro/Pac,4,4,135
Pro/Pac,4,5,218
Pro/Pac,4,6,147
Pro/Pac,4,8,132
Pro\Pac,4,7,233
Professional Data Systems,3,5,220
Professional Data Systems,3,6,36
Professional Medical,2,1,61
Professional Medical Software,2,3,171
Professional Medical Software,2,4,114
Professional Medical Software,2,5,58
Professional Medical Software,2,6,55
Professional Medical Software,2,7,28
Professional Medical Software,3,1,138
Professional Software Technology,2,6,99
Professional Software Technology,2,8,160
Proforma Software,3,5,30
Proforma Software,3,6,43
Proforma Software,3,7,248
Proforma Software,3,8,37
Proforma Software,4,5,249
Proforma Software,4,6,18
Proforma Software,4,7,196
Program Design,2,8,173
Program Design,2,12,81
Program Design,3,5,23
Program Design,3,11,283
Program Design,4,1,72
Program Design,4,3,331
Program Design,4,4,138
Program Design Inc,3,7,134
Program Management Limited,3,7,201
Program Store,1,12,25
Program Store,2,1,69
Program Store,2,2,90
Program Store,2,4,12
Program Store,2,4,13
ProgramDesign,4,2,187
Programma,1,8,10
Programmers Software Exchange,1,1,22
Programs Plus,4,9,157
Programs Plus,4,10,183
Programs Plus,4,11,53
Programs Plus,4,12,111
Progressive Software,1,6,19
Progressive Software,1,8,61
Prometheus,2,2,63
Prometheus,2,3,40
Prometheus,2,4,51
Prometheus,2,5,96
Prometheus,2,6,169
Prometheus,2,7,174
Prometheus,2,8,181
Prometheus,2,9,150
Prometheus,2,10,193
Prometheus,2,12,127
Prometheus Products,3,1,46
Prometheus Products,3,2,115
Prometheus Products,3,3,203
Prometheus Products,3,4,278
Prometheus Products,3,5,117
Prometheus Products,3,6,161
Prometheus Products,3,7,207
Prometheus Products,3,8,42
Prometheus Products,3,9,90
Prometheus Products,3,10,269
Prometheus Products,3,11,131
Prometheus Products,3,12,195
Prometheus Products,4,1,222
Prometheus Products,4,1,279
Prometheus Products,4,2,134
Prometheus Products,4,2,279
Prometheus Products,4,3,245
Prometheus Products,4,3,71
Prometheus Products,4,4,162
Prometheus Products,4,4,383
Prometheus Products,4,5,38
Prometheus Products,4,6,34
Prometheus Products,4,7,136
Prometheus Products,4,8,104
Prosoft,1,8,72
Protecto Enterpnzes,4,2,71
Protecto Enterpnzes,4,2,73
Protecto Enterpnzes,4,2,75
Protecto Enterprizes,3,8,170
Protecto Enterprizes,3,9,45
Protecto Enterprizes,3,10,233
Protecto Enterprizes,3,11,116
Protecto Enterprizes,3,12,192
Protecto Enterprizes,4,1,156
Protecto Enterprizes,4,1,274
Protecto Enterprizes,4,3,293
Protecto Enterprizes,4,3,294
Protecto Enterprizes,4,4,120
Protecto Enterprizes,4,4,121
Protecto Enterprizes,4,5,173
Protecto Enterprizes,4,6,37
Protecto Enterprizes,4,7,95
Protecto Enterprizes,4,8,109
Pryority Software,4,1,6
Pryority Software,4,2,22
Pryority Software,4,3,26
Pryority Software,4,4,24
Pryority Software,4,5,78
Psychological Psoftware,3,11,64
Psychological Psoftware,4,2,248
Psychological Psoftware,4,4,261
Psychological Psoftware,4,6,101
Psychological Psoftware,4,7,114
Psychological Psoftware,4,8,84
Psychological Psoftware,4,9,142
Psychological Psoftware,4,10,110
Psychological Psoftware,4,11,67
Psychological Psoftware,4,12,44
Quadram,3,3,259
Quadram,4,10,111
Quadram Corp,2,11,81
Quadram Corp,3,4,234
Quadram Corporation,3,9,49
Quadram Corporation,3,10,21
Quality Software,1,3,17
Quality Software,2,1,57
Quality Software,2,4,156
Quality Software,2,8,137
Quality Software,2,12,161
Quality Software,3,2,260
Quality Software,3,2,77
Quality Software,3,4,186
Quality Software,3,4,23
Quality Software,3,4,308
Quality Software,3,5,112
Quality Software,3,5,253
Quality Software,3,6,253
Quality Software,3,7,257
Quality Software,3,7,279
Quality Software,3,8,287
Quality Software,3,9,271
Quality Software,3,10,287
Quality Software,3,11,287
Quality Software,3,12,289
Quality Software,4,1,307
Quality Software,4,2,319
Quality Software,4,3,335
Quality Software,4,4,415
Quality Software,4,5,271
Quality Software,4,6,240
Quality Software,4,7,235
Quality Software,4,8,221
Quality Software,4,9,207
Quality Software,4,10,191
Quality Software,4,11,126
Quality Software,4,12,127
Quantum Leap Technologies,4,5,186
Quantum Leap Technologies,4,6,191
Quantum Leap Technologies,4,7,71
Quark,3,9,102
Quark,3,10,30
Quark,3,10,31
Quark,3,11,134
Quark,3,11,135
Quark,4,1,20
Quark,4,1,21
Quark,4,2,158
Quark,4,2,159
Quark,4,3,270
Quark,4,3,271
Quark,4,5,208
Quark,4,5,209
Quark,4,6,120
Quark,4,6,121
Quark,4,7,17
Quark,4,8,205
Quark,4,9,10
Quark,4,10,50
Quark,4,11,29
Quark Engineering,3,6,193
Quark Engineering,3,7,244
Quark Engineering,3,8,204
Quentin Research,2,10,17
Quentin Research,2,11,105
Quentin Research,2,12,29
Quentin Research,2,12,49
Quentin Research,3,1,196
Quentin Research,3,2,174
Quinsept,3,8,16
Quinsept,3,12,33
Quinsept,4,1,16
Quinsept,4,2,13
Quinsept,4,3,15
Quinsept,4,4,53
Quinsept,4,7,111
Quinsept,4,9,171
Quinsept,4,11,61
RH Electronics,1,11,17
RH Electronics,1,12,24
RH Electronics,2,2,140
RH Electronics,2,2,46
RH Electronics,2,3,105
RH Electronics,2,3,187
RH Electronics,2,4,164
RH Electronics,2,4,196
RH Electronics,2,5,148
RH Electronics,2,6,146
RH Electronics,2,7,83
RH Electronics,2,8,164
RH Electronics,2,9,184
RH Electronics,2,10,70
RH Electronics,2,11,39
RH Electronics,2,12,37
RH Electronics,3,1,207
RH Electronics,3,2,219
RH Electronics,3,2,69
RH Electronics,3,3,285
RH Electronics,3,3,39
RH Electronics,3,4,233
RH Electronics,3,4,50
RH Electronics,3,5,234
RH Electronics,3,5,82
RH Electronics,3,6,235
RH Electronics,3,6,55
RH Electronics,3,7,125
RH Electronics,3,7,251
RH Electronics,3,8,107
RH Electronics,3,8,214
RH Electronics,3,9,186
RH Electronics,3,10,17
RH Electronics,3,10,246
RH Electronics,3,11,23
RH Electronics,3,11,52
RH Electronics,3,12,264
RH Electronics,3,12,82
RH Electronics,4,2,42
RH Electronics,4,2,43
RTR Market Charter,1,10,56
"RTR Software, Inc",1,1,13
Raff Craft,2,11,128
Rainbow Computing,1,3,20
Rainbow Computing,1,4,28
Rainbow Computing,1,5,22
Rainbow Computing,1,6,16
Rainbow Computing,1,8,37
Rainbow Computing,1,9,12
Rainbow Computing,1,10,18
Rainbow Computing,1,11,24
Rainbow Computing,1,12,53
Rainbow Computing,2,1,76
Rainbow Computing,2,2,52
Rainbow Computing,2,3,80
Rainbow Computing,2,4,75
Rainbow Computing,2,5,67
Rainbow Computing,2,6,32
Rainbow Computing,2,7,137
Rainbow Computing,2,8,55
Rainbow Computing,2,9,223
Rainbow Computing,2,10,153
Rainbow Computing,2,10,215
Rainbow Computing,2,11,155
Rainbow Computing,2,11,196
Rainbow Computing,2,12,164
Rainbow Computing,2,12,192
Rainbow Computing,2,12,36
Rainbow Computing,3,1,132
Rainbow Computing,3,1,220
Rainbow Computing,3,1,33
Rainbow Computing,3,1,92
Rainbow Computing,3,2,109
Rainbow Computing,3,2,112
Rainbow Computing,3,2,242
Rainbow Computing,3,2,84
Rainbow Computing,3,3,104
Rainbow Computing,3,3,114
Rainbow Computing,3,3,280
Rainbow Computing,3,3,90
Rainbow Computing,3,4,100
Rainbow Computing,3,4,128
Rainbow Computing,3,4,184
Rainbow Computing,3,4,264
Rainbow Computing,3,5,100
Rainbow Computing,3,5,129
Rainbow Computing,3,5,148
Rainbow Computing,3,6,124
Rainbow Computing,3,6,147
Rainbow Computing,3,6,176
Rainbow Computing,3,7,150
Rainbow Computing,3,7,175
Rainbow Computing,3,8,156
Rainbow Computing,3,8,212
Rainbow Computing,3,9,84
Rainbow Computing,3,9,98
Rainbow Computing,3,10,288
Rainbow Computing,3,11,182
Rainbow Computing,3,12,189
Rainbow Computing,4,1,215
Rainbow Computing,4,2,104
Rainbow Computing,4,3,251
Rainbow Computing,4,4,376
Rainbow Computing,4,5,67
Rainbow Computing,4,6,245
Rainbow Computing,4,7,102
Rainbow Computing,4,8,139
Rainbow Computing,4,9,182
Rainbow Computing,4,10,97
Rainbow Computing Company,1,2,12
"Rainbow Computing, Inc",1,1,24
Rana Systems,3,10,40
Rana Systems,3,10,41
Rana Systems,3,11,48
Rana Systems,3,11,49
Rana Systems,4,1,142
Rana Systems,4,1,143
Rana Systems,4,2,48
Rana Systems,4,2,49
Rana Systems,4,3,306
Rana Systems,4,3,307
Rana Systems,4,4,210
Rana Systems,4,4,211
Rana Systems,4,5,120
Rana Systems,4,5,121
Rana Systems,4,6,10
Rana Systems,4,7,49
Rana Systems,4,8,215
Realty Software Company,1,1,27
Rems Software,4,10,185
Rems Software,4,11,51
Rena-Soft,3,7,190
Resource Development Institute,4,4,122
Reston,4,8,71
Reston,4,9,15
Reston Publishing,3,10,135
Reston Publishing,3,10,78
Reston Publishing,4,1,270
Reston Publishing,4,2,76
Reston Publishing,4,3,83
Rhiannon Computer Games for Girls,3,9,133
Rhiannon Computer Games for Girls,3,10,129
Rhiannon Computer Games for Girls,3,11,32
Rhiannon Computer Games for Girls,4,2,175
Rhiannon Computer Games for Girls,4,3,210
Rhiannon Computer Games for Girls,4,4,213
Rhino Robots,4,3,95
Rhino Robots,4,4,279
Right Stuff Software,4,4,8
Rising Sun,4,10,156
Rising Sun,4,11,94
Rising Sun,4,12,92
Rising Sun Software,4,8,43
Rising Sun Software,4,9,147
Riverbank Software,1,12,41
Riverbank Software,2,1,12
Riverbank Software,2,2,137
Riverbank Software,2,3,109
Riverbank Software,2,4,74
Riverbank Software,2,5,135
Riverbank Software,2,6,81
Riverbank Software,2,7,75
Riverbank Software,2,8,207
Riverbank Software,2,9,88
Riverbank Software,2,10,195
Riverbank Software,2,11,191
RoMac,4,12,6
Robert H. Flast,4,8,76
Robert J. Brady Co,3,10,218
Robert J. Brady Co,4,3,296
Robert J. Brady Co,4,5,244
Rock Roy,2,5,134
Rocky Mountain Software,3,12,191
Rocky Mountain Software,4,1,193
Rocky Mountain Software,4,2,269
Rocky Mountain Software,4,3,219
Rocky Mountain Software,4,4,371
Rocky Mountain Software,4,5,189
Rocky Mountain Software,4,6,76
Rocky Mountain Software,4,7,23
Rocky Mountain Software,4,7,45
Roger Wagner Publishing,4,7,238
Roger Wagner Publishing,4,8,218
Roger Wagner Publishing,4,9,206
Roger Wagner Publishing,4,10,190
Roger Wagner Publishing,4,11,127
Roger Wagner Publishing,4,12,123
Round Lake Studios,4,7,226
S P Software,3,3,24
S P Software,3,4,30
S&H Software,3,4,289
SEI,3,9,28
SEI,3,12,214
SEI,4,2,10
SJB Distributers,3,9,198
SJB Distributers,3,10,196
SJB Distributors,3,5,35
SJB Distributors,4,1,27
SJB Distributors,4,3,51
SJB Distributors,4,4,38
SJB Distributors,4,5,77
SJB Distributors,4,6,220
SJB Distributors,4,7,208
SJB Distributors,4,9,86
SJB Distributors,4,10,150
SOF/SYS,2,10,124
SRA,2,12,129
SRA,2,12,131
SRA,3,1,121
SRA,3,1,123
SRA,3,4,243
SRA,3,4,245
SRA,3,5,101
SRA,3,5,99
SRA,3,6,101
SRA,3,6,103
SRA,3,7,139
SRA,3,7,141
SRA,3,8,117
SRA,3,8,119
SRA,3,9,73
SRA,3,9,75
SRA,4,3,189
SRA,4,3,301
SRA,4,4,174
SRA,4,4,188
SSM Microcomputer,2,6,181
SSM Microcomputer,2,6,183
SSM Microcomputer,2,7,16
SSM Microcomputer,2,9,94
SSM Microcomputer,2,10,81
SSM Microcomputer,2,11,13
SSM Microcomputer,2,11,15
SSM Microcomputer,2,12,40
SSM Microcomputer,3,1,81
SSM Microcomputer,3,2,117
SSM Microcomputer,3,2,119
SSM Microcomputer,3,4,221
SSM Microcomputer,3,4,223
SSM Microcomputer,3,4,61
SSM Microcomputer,3,5,171
SSM Microcomputer,3,5,173
SSM Microcomputer,3,5,175
SSM Microcomputer,3,6,131
SSM Microcomputer,3,6,133
SSM Microcomputer,3,6,135
SSM Microcomputer,3,8,139
SSM Microcomputer,3,8,142
SSM Microcomputer,3,9,176
SSM Microcomputer,3,9,60
SSM Microcomputer,3,10,120
SSM Microcomputer,3,10,128
SSM Microcomputer,3,11,219
SSM Microcomputer,3,11,237
SSM Microcomputer,3,12,140
SSM Microcomputer Products,3,3,199
SSM Microcomputer Products,3,3,201
SSM Microcomputer Products,3,3,37
SSM Microcomputing,2,5,109
SSM Microcomputing,2,5,124
SSR,3,1,140
SSR Corporation,3,2,110
SSR Corporation,3,3,296
SSR Corporation,3,4,79
SSR Corporation,3,5,159
SSR Corporation,3,6,211
SSR Corporation,3,7,204
SSR Corporation,3,8,123
SSR Corporation,3,9,94
SSR Corporation,3,10,283
SSR Corporation,3,11,218
SSR Corporation,3,12,186
STB Systems,3,4,170
SVE,4,8,152
SVE,4,8,153
Saber Software,2,12,31
Saber Software,3,4,272
Sansoft Plus,3,9,120
Sansoft Plus,3,9,182
Sansoft Plus,3,10,100
Sansoft Plus,3,10,276
Sansoft Plus,3,12,72
Sansoft Plus,4,1,203
Sansoft Plus,4,2,231
Sansoft Plus,4,3,327
Sansoft Plus,4,4,356
Sansoft Plus,4,5,142
Sansoft Plus,4,6,204
Sansoft Plus,4,7,221
Sansoft Plus,4,8,86
Santa Clara Systems,2,4,59
Santa Clara Systems,2,6,53
Santa Clara Systems,2,7,121
Santa Clara Systems,2,8,188
Santa Clara Systems,3,1,34
Santa Clara Systems,3,2,186
Satori Software,3,3,22
Satori Software,3,4,38
Satori Software,3,5,213
Satori Software,3,6,39
Satori Software,3,7,197
Satori Software,3,9,200
Satori Software,3,10,37
Satori Software,3,11,46
Satori Software,3,12,274
Satori Software,4,1,43
Satori Software,4,2,57
Satori Software,4,3,128
Satori Software,4,4,41
Satori Software,4,5,32
Satori Software,4,6,233
Satori Software,4,7,197
Satori Software,4,8,20
Satori Software,4,9,54
Satori Software,4,10,176
Satori Software,4,11,62
Satori Software,4,12,64
Saturn,2,5,165
Saturn,2,6,147
Saturn,2,7,147
Saturn,2,8,59
Saturn,2,9,191
Saturn Software,2,3,136
Saturn Systems,2,10,71
Saturn Systems,2,11,48
Saturn Systems,2,12,169
Saturn Systems,3,1,87
Saturn Systems,3,2,160
Saturn Systems,3,3,180
Saturn Systems,3,8,224
Saturn Systems,3,9,228
Saturn Systems,3,9,96
Saturn Systems,3,10,194
Saturn Systems,3,11,224
Savvy,3,1,149
Savvy,3,2,28
Savvy,3,3,99
Savvy,3,4,266
Scarborough Systems,4,3,24
Scarborough Systems,4,3,25
Scarborough Systems,4,5,28
Scarborough Systems,4,5,29
Scarborough Systems,4,6,21
Scarborough Systems,4,7,21
Scarborough Systems,4,8,21
Scarborough Systems,4,10,21
Scholastic,4,1,65
Scholastic,4,1,66
Scholastic,4,1,67
Science Research Associates,2,2,41
"Scott, Foresman and Company",4,2,55
"Scott, Foresman and Company",4,3,11
"Scott, Foresman and Company",4,4,343
"Scott, Foresman and Company",4,5,82
Screenplay,4,4,37
Screenplay,4,5,207
Screenplay,4,6,138
Secure-It,4,8,126
Sensible Software,2,5,21
Sensible Software,2,6,58
Sensible Software,2,7,15
Sensible Software,2,8,154
Sensible Software,2,8,45
Sensible Software,2,9,107
Sensible Software,2,9,224
Sensible Software,2,10,178
Sensible Software,2,10,196
Sensible Software,2,11,144
Sensible Software,2,11,51
Sensible Software,2,12,111
Sensible Software,2,12,119
Sensible Software,3,1,152
Sensible Software,3,1,192
Sensible Software,3,2,60
Sensible Software,3,2,79
Sensible Software,3,4,176
Sensible Software,3,4,177
Sensible Software,3,5,178
Sensible Software,3,6,83
Sensible Software,3,8,104
Sensible Software,3,8,176
Sensible Software,3,9,113
Sensible Software,3,10,157
Sensible Software,3,10,205
Sensible Software,3,11,213
Sensible Software,3,11,246
Sensible Software,3,12,104
Sensible Software,3,12,73
Sensible Software,4,1,219
Sensible Software,4,2,103
Sensible Software,4,3,59
Sensible Software,4,4,33
Sensible Software,4,5,187
Sensible Software,4,5,261
Sensible Software,4,5,44
Sensible Software,4,6,181
Sensible Software,4,7,223
Sensible Software,4,8,108
Sensible Software,4,8,38
Sensible Software,4,9,77
Sensible Software,4,10,132
Sensible Software,4,11,124
Sensible Software,4,12,94
Sentient,2,1,108
Sentient,2,3,154
Sentient Software,1,11,6
Sentient Software,1,12,4
Sentient Software,2,2,38
Sentient Software,2,4,27
Sentient Software,2,5,59
Sentient Software,2,6,38
Sentient Software,2,7,100
Sentient Software,2,8,206
Sentient Software,2,9,89
Sentient Software,2,9,91
Sentient Software,2,10,211
Sentient Software,2,10,213
Sentient Software,3,1,11
Sentient Software,3,2,11
Serendipity Systems,1,9,68
Shannon Software,4,6,38
Shannon Software,4,7,40
Shannon Software,4,8,94
Shelter Software,4,3,43
Shenandoah Software,4,9,135
Shenandoah Software,4,10,69
Sierra On-Line,3,3,122
Sierra On-Line,3,3,215
Sierra On-Line,3,3,291
Sierra On-Line,3,3,85
Sierra On-Line,3,3,Cover4
Sierra On-Line,3,4,154
Sierra On-Line,3,4,262Cover4
Sierra On-Line,3,4,39
Sierra On-Line,3,5,141
Sierra On-Line,3,5,20
Sierra On-Line,3,5,21
Sierra On-Line,3,5,Cover4
Sierra On-Line,3,6,57
Sierra On-Line,3,6,Cover4
Sierra On-Line,3,7,118
Sierra On-Line,3,7,151
Sierra On-Line,3,7,265
Sierra On-Line,3,7,Cover4
Sierra On-Line,3,8,197
Sierra On-Line,3,8,64
Sierra On-Line,3,8,Cover4
Sierra On-Line,3,9,9
Sierra On-Line,3,9,Cover4
Sierra On-Line,3,10,201
Sierra On-Line,3,10,Cover4
Sierra On-Line,3,11,18
Sierra On-Line,3,11,19
Sierra On-Line,3,11,Cover4
Sierra On-Line,3,12,26
Sierra On-Line,3,12,27
Sierra On-Line,3,12,Cover4
Sierra On-Line,4,1,10
Sierra On-Line,4,1,214
Sierra On-Line,4,1,Cover4
Sierra On-Line,4,2,89
Sierra On-Line,4,2,Cover4
Sierra On-Line,4,3,240
Sierra On-Line,4,3,42
Sierra On-Line,4,3,Cover4
Sierra On-Line,4,4,360
Sierra On-Line,4,4,361
Sierra On-Line,4,4,Cover4
Sierra On-Line,4,5,Cover4
Sierra On-Line,4,6,Cover4
Sierra On-Line,4,7,66
Sierra On-Line,4,7,Cover4
Sierra On-Line,4,8,178
Sierra On-Line,4,8,Cover4
Sierra On-Line,4,9,Cover4
Sierra On-Line,4,10,Cover4
Sierra On-Line (On-Line Systems),3,1,Cover4
Sierra On-Line (On-Line Systems),3,2,145
Sierra On-Line (On-Line Systems),3,2,147
Sierra On-Line (On-Line Systems),3,2,149
Sierra On-Line (On-Line Systems),3,2,151
Sierra On-Line (On-Line Systems),3,2,153
Sierra On-Line (On-Line Systems),3,2,155
Sierra On-Line (On-Line Systems),3,2,157
Sierra On-Line (On-Line Systems),3,2,159
Sierra On-Line (On-Line Systems),3,2,161
Sierra On-Line (On-Line Systems),3,2,163
Sierra On-Line (On-Line Systems),3,2,165
Sierra On-Line (On-Line Systems),3,2,167
Sierra On-Line (On-Line Systems),3,2,169
Sierra On-Line (On-Line Systems),3,2,171
Sierra On-Line (On-Line Systems),3,2,173
Sierra On-Line (On-Line Systems),3,2,175
Sierra On-Line (On-Line Systems),3,2,177
Sierra On-Line (On-Line Systems),3,2,179
Sierra On-Line (On-Line Systems),3,2,181
Sierra On-Line (On-Line Systems),3,2,183
Sierra On-Line (On-Line Systems),3,2,185
Sierra On-Line (On-Line Systems),3,2,187
Sierra On-Line (On-Line Systems),3,2,189
Sierra On-Line (On-Line Systems),3,2,191
Sierra On-Line (On-Line Systems),3,2,193
Sierra On-Line (On-Line Systems),3,2,195
Sierra On-Line (On-Line Systems),3,2,197
Sierra On-Line (On-Line Systems),3,2,199
Sierra On-Line (On-Line Systems),3,2,201
Sierra On-Line (On-Line Systems),3,2,203
Sierra On-Line (On-Line Systems),3,2,205
Sierra On-Line (On-Line Systems),3,2,207
Sierra On-Line (On-Line Systems),3,2,Cover4
Sierra Software,1,12,6
Sierra Software,2,1,111
Sierra Software,2,2,144
Sierra Software,2,2,85
Sierra Software,2,3,186
Sierra Software,2,4,204
